contents,star
"Like the app. Only for some absolute reason, I like say to use the same format and the AI agrees, only for it to use an entirely different format 3 seconds later",4
The chat GPT is way more better than google and gives the answer to almost all of the questions accurately. The chatGPT saves our time and is useful in solving difficult problems. It is the best. My life is easier now because of ChatGPT.,5
"Beware, this so has deemed some questions by me as against policy in error with threats of removal. totally false ai claim, don't trust accuracy of this product. Told me I violated their term of use agreement, but refused to tell me which ask question caused it. ironically Chatgpt being sued for 3B for violating multiple terms of use sites. Highly recommend Google Bard instead as it has current data vs chatgpt which has old data only. it doesn't update it's data still stuck in on 2022 data.",1
"I've tried others and they all have limits but this doesn't. No ads and free, cant beat it. The only downside is that it only has information up to September of 2021. Besides that, i like it.",4
The app itself is fast and responsive. The usefulness of the chatbot is the part I can't put my finger on. It's just like talking to an dumb computer spitting out useless information,2
"By far the best and the most helpful thing in my life when it comes from internet and research. Some Google informations are becoming useless. Because of some sites coming up. At least ChatGPT is the most useful place for researching. The American technology is advenced right now and I love ChatGPT. I use a Fake Chat Messenger before but when I found a release of this app, I use it for now and this is the best one. It gives better information. And also for fun. I suggest this one!!!!",5
"The app does what I expected, i.e. be a mobile version of the chatGPT webpage. it's clean, well finished, without adds. It look Profesional, for once..",5
"""ChatGPT has been an incredible tool for improving my productivity and sparking creativity. Its ability to generate coherent and helpful responses across various topics is truly impressive. It's like having a knowledgeable companion to bounce ideas off and gain insights from. Highly recommend!""",4
"good application at all except the selection function, it could get better if the developers of the application worked a bit more on the UI.",4
"Amazing AI powered application, just helped me a lot. In my exams times i used this app and it always gives very easy to understand results. But in it's free plan feature the AI alwys gives you the knowledge that is grabbed before 2021 and that is a negative point for me. Baki sab mast hai 👍😁",5
"ChatGPT is an impressive AI with excellent text generation, but it has occasional inaccuracies and verbosity. Great for various tasks, but verify information.",5
Great app. Works really well with daily tasks and difficult or challenging objectives. The perfect assistant for general support and product.,5
good app needs a bit of optimization the button that gets you to the down of the page is glitching because even if I am on bottom it still shows up I have to scroll up tap to remove the button so fix and also waiting for beta features to roll out openai,5
"AI has come to stay. The beginning of wisdom, Excellent performance, Google apps are following, response, arrangements of answers, are superb you can ask it to explain it response, amend, ... things, inside its answer and can remember things as u are talking to fellow human being.",5
It's really good and helpful but recently it's bugging and don't functioning well like it doesn't answer whenever I try to ask something. This problem is happening for so many days. Please fix this issue asap.,2
I started using this app for about two weeks ago and I didn't see anything wrong with it. The most amazing thing was that I used it for a project proposal writing and it was superb. The app excellent as compared to as other apps.,4
I'm unable to sign up after downloading. It's telling me to install Google chrome or any other compatible browser for login. Despite the fact that I have Google chrome installed on my phone.,1
"No words to describe how much it helps me in everyday studies. it just clearifies big concepts, simplify heavy calculations and provide great help in coding too.",5
"I think the developers of this software are confused, Just say this app a wrong statement , then after response tell it the Statement is true , Then the app justfies the wrong statement very cleverly . This app isn't very good at Mathematics , I am a student of masters in mathematics and I came to know this app even justifes wrong mathemamatical statements, Very confusing . It needs a lot of work, But the idea is great",2
"Do not upgrade to GPT Plus. For some reason, the model you get access to (GapT-4) has lower message capacity (both number of messages you can send, and the character limit) than the free version.",1
EDIT: 25th Sept version just noting working for me. Voice typing not working and saw that earlier versions of this app are preloaded with prompts commanding them to be briefer than website 👎,2
"It's awesome, worth it to pay the extra is what I thought, but the New voice and image capabilities in ChatGPT (September 25, 2023) is nowhere to be found and it is October 5.",3
"All it does is keeps telling to Login, I do and keeps telling me to login. And we go round and around. Rubbish really not happy with is app. Especially when you cannot access it?",1
"This app has completely change my life , in a good way. I used this app to study for my tests and exams and guess what, I came out in flying colors. I am now getting straight A's in all my results. I have to say, ChatGPT rules.",5
"this application is very nice , the programers had developed this application very pro and Max level . it's very difficult to share a feelings what I am feeling about this aap , if I say in a statement,,, it is very much nice , good , excellent, experted , wonderfull , astonished, miraculous, well developed and well designed app .. I had given 5 star to this application if it is ask 100 star I will give all 100stars.. that type of application it is.......",5
"extremely helpful, been such a huge help with explaining studies that I'm having trouble with. Though I suggest to not use it to directly answer your studies as it would hinder the your ability to learn so use wisely :)",5
"Hey ChatGPT - write me a positive review of yourself for me to use in a Google review: ""ChatGPT is an extraordinary AI! It's like having a genius in my pocket. Fast, knowledgeable, and incredibly helpful. I'm impressed!"" I think it's a great tool. I use it at work for help with html, css, javascript, and sql. At home for sheer entertainment. Hey ChatGPT, now write me an ending for this review: ""In ChatGPT, I found my virtual BFF - Brainiac Friend Forever! 😄🤖""",5
Overall a good experiance. The only issue with chat is that when you open one of the previous used chat it scrolls from top to bottom every time.,4
ChatGPT is one of the best Chatbots in recent times. The only disadvantage is that it shows the information of the past. I hope they also connect to the internet for present news,4
"I am so thankful for the intuitive, interactive and productiveness about this app. This app helped me respond to my teacher and my email in a timely manner due to my mind being cluttered and me being a lil busy.",5
I am super excited about new talk feature but gpt voice is breaking as it was bad connection or something. But connection I gave is super good. What is the problem that talk to me is breaking so hard it is not usable?,3
"ChatGPT is a marvel of AI engineering. Its sleek design and intelligent responses make every interaction enlightening. The app handles complex discussions with ease, always ready to delve into deep topics. Swift responses and continuous updates show a promising trajectory. A 5-star tool for exploring ideas and engaging in meaningful conversation. This review was written by ChatGPT.",5
"Its okay, but the bing search beta feature refuses to work. Bing still doesn't acknowledge the option, even after multiple resets and restarts.",3
"I know this app from the web, it works there, but i cant log in on my phone, it just loads and loads, i have tried reinstalling it, and every other log in method (except apple because i dont have an apple account), and it still doesnt work, help me",3
At initial it was pretty good to use but now at this if i ask any question it is showing an error occurred please try again later. I mean what's wrong with the app after updating the app also it is showing the same problem. Please rectify this issue,2
The app is very good for information but there are times when i try to find some things but it hows that the data is upto September 2021 only which makes it difficult for me. So please update all the data as per latest date that is October 2023,3
Not able to view previous chats in my history. I can view it in the desktop version but not in the app. Reinstalled the app again but still same issue.,2
"The button used to go to bottom of the chat Doesn't disappear on its own, we need To tap on it to make it disappear,, Button covers the last line of answer and Is Really Irritating.. Really.. Pls help",3
"honestly, this is the best research AI I've ever come acrossed with, it's details are accurate and word for word, grammarly simple and perfect.",5
Extraordinary app!! This app has revolutionised the way I get information. It has helped my research massively. One thing I would suggest us making the responses more humanlike as it seems very robotic still. Nonetheless this app is a definite 5 stars!!,5
"Initially, it was working pretty well & having a lot of support, but for the last 1 month, it's not working at all. Its totally become garbage",1
"Being able to hold such an elegant, eloquent conversation with a computer is truly blissful. You can get a lot done by talking to a mix of so many facts and inputs.",5
"""An invaluable tool for quick and insightful information! The ChatGPT app streamlines knowledge access with concise yet comprehensive responses. A must-have for anyone seeking instant answers or engaging conversation."" 👏🏻",5
"Absolutely the best app chatgpt has produced so far. If there are other implementations to be added in the future, i can't wait to experience any. The level of AI is amazing",5
"I gained a lot of helps from it which enable me to exaggerate thoughts smartly in writing and speaking.The main point I like it is that we can use for free, don't have to pay for it such as monthly, yearly paid.",5
i used it on a smart phone and it works very well. it gives solutions to any questions instantly and with correct laconic explanation.,5
"great app does what it supposed to, hopefully got 4 will be made free to public soon, spend much time on it, this is the broadening of horizon on an unprecedented scale, the power of ai is here and in our hands unfolding itself every minute onto us",5
"This app is so good , it answers all the queries, but it is not updated with time or with present world , i don't get any answer of the question when it is related to anything which happened in 2023 , it only have information or data about upto sep 2021 ., please kindly update the app with latest things happen in world",2
"Whether random theoretical discussion or coding suggestions, ChatGPT is phenomenal. Bored on the toilet and want to discuss moral theories related to AI, no problem. Trying to conceptualize code for an idea, no problem. Want romantic dad jokes, but find they are a little too cheesy, no problem. Haha, I love ChatGPT.",5
The app is good the only problem i have is that whenever I ask any formula based question or derivation the formula or equation do not appear in the correct way and text doesn't use any correct symbol or way of representation it get more hard for me to understand,3
I'm actually learning alot from it. Everything is straight forward. And I appreciate the fact that it doesn't have annoying ads. Even any ad,5
"It is overall good. Though the AI takes some time to portray the answers, but the answers are on point and very helpful. I'm happy that I downloaded it.",4
"the code it generates is definitely a 5/10, but it gives you an idea of how it should look, and google is still my best friend. text responses are 10/10, though. Very good.",5
"As an aspiring writer, I am truly grateful for finding this tool, albeit that I hold a Diploma in Journalism and have a truly good grip on using the English sh language. This tool is absolutely a brilliant time saver",5
This probably would be a great thing if it works but it doesn't it won't even let you finish creating your account tried it on two different phones is the same thing on both so it simply doesn't work,1
"Easy to use, very helpful. Nascent AI is fascinating. If you aren't using it yet, try the free version. If you forgive its limitations, it is still very useful.",5
"Excellent. I like ChatGPT, but it would be much greater if they also included images or links with the answers, as bing and google bard do.",5
it is doing everything that the web browser does but in a cleaner way and I am paying for the premium version and it is working perfectly,5
"My experience has been exceptional and satisfying. It is wonderful the limitlessness of human knowledge and machine collaboration. The app is very impressive and futuristic, full of surprises and opportunities. I love openai Chat GTP, I pray it remains free for those of us in Africa. The billing is too high for us. Really appreciate your efforts and sacrifices.",5
It's a very good app indeed. But upgrade it so that it also starts sending images of what we need please. I'll come back for the 5th start after that. Thanks 🙏,4
"Very good experience, great work 👍👍 You can take this app to next level by adding ""text to speech"" feature in the reply if user wants it.",5
The only reason to install chat GPT on a mobile phone was that so that I could use voice for typing the questions but whenever I use voice to type out the questions it always says that it could not recognise any voice I don't know why it is doing that.,1
Wow.. My first time using an AI chat also my first impression is quiet good for ChatGPT. The answer are almost accurate for what I'm searching for. It is really helpful to shorten time to search something in internet.,5
It's amazing. Downloaded for personal use. Using for work almost immediately. Can't wait to have the voice added to my account. This is Internet 2.0,5
"I was waiting for them to come out with an app, and I haven't stopped using it. I'm in the process of opening an online store and having this app has accelerated the manifestation of my project tremendously.",5
The best app I've ever used! Has all the solutions u need! This is the best app if u're preparing for ur exams last minute! It gives the solution within seconds! I love it!,5
"Best ai ever created, it can range from doing essays (which gave me full credit) to giving me exact recipes for protien shakes and calculating average calories and what not, I highly recommend this app seriously this app can be compared with google",5
"The Ai is phenomenal, I asked a whole range of questions ranging by difficulty and amount of questions in a single question and it performs perfectly. It performs greatly even in figurative thinking and that's what caught me the most. Well Done",5
"Awesome. I'm using it for multiple things, like improving my English, cooking recipes, and brainstorming ideas.",5
Pretty damn good but you have to elaborate exactly what you want from it which isn't a problem. 4 stars because of its restrictions and left wing political bias in answering questions.,4
"very informative. quickly assess data, and able to put it into tangible, usable language that is clear and concise.",5
Search engines become almost useless with A.I. The way this A.I. can simply and efficiently answer 99% of question accurately and instantly creates the text below is unprecedented. Google needs to implement this ASAP if they're going to compete,5
"This is a very helpful aap, even I didn't expected it from this aap, and it's responding very good once again it was very helpful for me, and I would recommend to everyone to use this and get a lot of information from it, good luck guys, don't forget to use this 🙋",4
"Fantastic app, compliments the website perfectly. looking forward to two way speech and audio in the next update.",5
"History tab doesn't work anymore, always gives an error even after a complete reinstall. No way to view past chats",1
"Really helpful.. It provides the answers, doubts, tips and many more within seconds.. Such type of AI provided model are boon to almost everyone... Excellent....👍👍",5
"Great app, but still missing feature from the web version. Like not able to edit the sent prompt.",4
"If I ever get on a TV gameshow and I have the option to ""Ring a friend"" . It's going to have to be Chat GPT. Albeit technical differences - we do have a relationship. :)",5
ChatGPT is taking over Google searching for me. I am so impressed! I do a lot of risk based searching for conducting health risk assessments. I tried ChatGPT for it and am amazed by the data received. Loving it!! Can't wait to continue to use ChatGPT!,5
An amazing and wonderful app full knowledge base and mostly accurate app as I use different Al app like Al of Snapchat but I found it as the most accurate app while in Snapchat Al convey alot of wrong knowledge but still there is one drawback of this app which is not up-to-date knowledge or data so it become the perfect app if it knowledge was updated,5
I love ChatGPT 4. It helps me on a wide range of different topics and domains. I don't foresee myself without a generative AI tool (or something better that GenAI) for the rest of my life.,5
The voice mode is incredible and exactly what I've been waiting for. My only criticism is that the app guzzles my battery power.,4
Very good application for many activities which Google is not providing. It is very helpful in learning English and improving it very well.,5
"Best app I ever downloaded. Amazing response, helped me with a lot of work. Explains concept clearly. Just in love with this. Definitely Recommended! ‹3",5
This AI helped me a lot during my exams because when I was struggling to find some good tutors online this helped me a lot the answers he gives are just 10/10. Love this app.,5
"The app is easily that best ever. But lately, with the update yesterday, I keep getting the error occurred message whenever I ask something.",5
"very useful for me dont know about others ChatGPT is a powerful conversational companion with great writing skills, but it only has information up to 2021 and doesn't cite its sources, which should be table stakes for any trustworthy AI tool. PCMag editors select and review products 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁",5
"This is the most brilliant cloud based corporate secretary, personal assistant, and searching tool anyone could ever have in modern history. I am impressed.",5
We'll at start I found this really handy but later on It started giving me wrong answers for my maths problem and other questions and I had to correct the gpt so many times to get the right answer Nowadays I hardly get right answers I hope this issue will be solved and it will be possible to rely on chat get again,2
Incredible tool that is the latest greatest innovation of our time at my fingertips and 100% for free ... I can not complain at all about this.,5
"All the responses on the app is filled with keywords like \frac, \sqrt, \pm and so on. This is the case with app only. The web version is better. Fix the app.",1
Good app. Needs deeper explanation of concepts and provide suggestions for further references. Provides subject matter university student level answers,5
"I love this. I use it for help with Dungeons and Dragons when I want to create new NPC's, characters, worlds, or anything really.",5
"Thank you so much.... I can't believe that this is free. And, I would like to make some suggestions. Can you please add text to speech feature like Microsoft David in microsoftWord? 🥰",5
"Cool app UI, it will be better if some image result shows and there should be chat widget for mobiles, so we can chat without opening apps.",4
"I really appreciate the text to speech option, it takes care of multiple languages in the same recording, this is just incredible",5
I like it very much .it is very useful for doing any subject homework.It can give you all question answer quickly and it's free.we don't have to pay for this .I like it very much 💟💟,5
"This is the best AI tutor i have used, and i have used tons of them, its speed, user interface i could not ask for anything better GREAT.",5
"I love this app it has helped me so much with all my homework and it's always clear and concise and shows me how to get to the answer with all the steps layed out clearly, I love it so much",5
"Fails to send any verification code even if the number is correct,tried it on a friends phone and it's good,but it just fails to send the number verification code to me,plz fix that",1
"ChatGPT is great! My suggestion would be that it should be able to answer picture based questions as well, like Microsoft Bing AI.",4
"it feels almost entirely like talking to a person, in reference to its voice chat premium feature. it practically felt like discussing with a peer in my field. that deserves a congratulation. 👏",5
Great app but sometimes it gives wrong information and calculates maths incorrectly. But it is useful for many ideas and thoughts. Overall an useful app😊,4
An absolute staple of innovation and science. I absolutely love the countless amount of widely specific questions you can ask chatgpt. I genuinely believe ChatGPT will allow innovation to thrive.,5
"great app, still a few bugs though, especially when trying to paste text into the text box which already has text inside",3
Very good app. I'm going through some difficult stuff and need to talk. This helps when not in my therapy sessions. Thank you. By far the best app I've used of it's kind.,5
Why isn't there any color coding for programming languages like in the website? I have habe to go to history everytime I open the app and want to write on the previous threads. And I don't think the app uses any makdown or latex either,2
Great experience... I would like if it's updated regularly to have information as time passes so as not to be outdated and give current answers as well,4
"This is a really helpful app. My kids use this app all the time everytime they had to do their homeworks. So, iʼm definitely giving you a 5 stars. ⭐⭐⭐⭐⭐",5
"Great app, I love being able to talk to it and have it write jokes but I only got one issue, it's the fact it's so censured, also i miss when I could ask it hoe to make stuff like crossbows",4
I'm positive this is the most useful app I'll ever use!! Thank you so much for making it free! It really helps when u don't know how to word things to ppl or Google and it gives you very helpful information either way.,5
"ChatGPT offers a seamless and engaging conversational experience, providing insightful responses and adapting to diverse topics. Its versatility, accuracy, and user-friendly.",5
"I don't like how i can't get some recent information concerning the world, it's not updated.And the voice record is always malfunctioning.",2
"This app has all answer ,my saddness,happiness everything ,it has an ability to make a person overcome from depression as well as every situation which can make stress over mind,download this app, i think that it hasn't any limitations for installation, its very helpful app as compare to anything ,i love chat gpt ❤️,it created a next level image in my mind ,after giving satisfied or right answer of my problems ,beleive me ,it can change your life ,if you will use it properly ❤️🫶",5
"It gives good response and it's very useful, helpful and reasonable answers and it doesn't have advatisment. It's has been great experience using chatGPT",5
"marvelous, if you ask the right questions and dont be biased about its capabilities in serves as an intelligence and creativity booster wich can help you be more autonomous and productive, while constantly learning in the process",5
"This is the best ai app I've seen so far, and also it needs to be updated, the knowledge of the ai is limited, it's version is updated to only 2021",4
This is a good app. It would be great if it could support plugins and mathematical formula display in the response.,5
"Great app! He can Literally Just a Virtual spyer using Real world Information And Can Say the chances, Best Buddy Ever seen! Keep updating this Gippy Buddy! Nice app Btw and keep the work Going! Also! add Editing His Name or Profile picture for some Nice actions!",5
This app won't send me the code to login.. I tried a bunch of times . Seems not worth my time if It can't send me a code via text.. twitch app can .. but not this Ai lol,1
"When I ask something , it starts to answer but after sometime it stops answering in middle of the answer. I tried to regenerate the response but it occurs again and again. Please solve it as soon as possible.",3
"works perfectly, no glitches, plus the answers are always on point. Get it if you want an Ai to ask questions or tips for everything.",5
"The app, 5 stars, The A.I, 4.5 stars, it's the best of it kind but quite often it contradict itself and wouldnt acknowledge the contradiction therefore isnt able to answer question it had answered correctly in previous chat.",5
"I am so happy to have been around to experience the birth of such an incredible human milestone. ChatGTP helps me in all aspects of my life, including coding HTML for work or creative writing; it saves me days and weeks of project time so I can move on to the next thing.",5
Very great app there are still some things that have to be get fine like sometimes it gets slow so you have to clear the chat and it provides infirmation till september 2021 other than that it is best thats why i am giving it 5 stars,5
"Have NOT been able to use the app since downloaded. When will the log-in error be fixed? It's a known issue, and I'm still waiting....",4
Can't authenticate using Google..I have an account already that I made on the browser linked to my Google account. This app just does nothing when I click login with google and select my google account. Its been like this for weeks now.,1
"The app is really cool. My only problem is that it provides short answers whenever the questions are typed. Aside that, it's a good app",4
"Please add the ability to edit prompts, like in the desktop/browser interface, so I don't have to delete my prompt and start over.",2
Finally an app! Would be nice to have: - font size setting - home screen widget - pressing the back button currently exits the app but I would expect it to just close the sidebar,4
A great AI writer that works in the nuances of a writer's style quickly and appropriately. A great alternative to Copy.ai,5
"A revolutionary approach to taking the slog out of documentation tasks. And a good way ahead of my default AI, Google's Bard. Thank you!",5
"It's slower than browser and can't edit the prompts, I have to write a new one. Access previous chats is hard. it should be on the menu, not in the history. I rather still use on a browser.",2
"Pretty good. I use ChatGPT to create stories, and upon changing a couple of parts in them, the rest is perfect.",5
"Great and minimal! I might prefer for the chat input form to automatically collapse after sending (at least as option), but otherwise great.",5
Edit: from an excellent and interesting app you made garbage !! Title: A Brilliant AI Companion! Rating: ★★★★★ (5/5 stars) ChatGPT is an awe-inspiring AI buddy! Its witty responses and vast knowledge make it an exceptional companion. User-friendly interface and top-notch privacy add to the experience. Highly recommended! 🤖💬🌟,1
Highly inaccurate results and very high chances of mistakes. Very so often does not follow clear instructions.,1
"The ChatGPT Android app is an impressive AI tool with an intuitive interface, providing quick and accurate responses across various topics. Its conversational approach and vast knowledge make it a valuable resource, but users should remember its limitations and use it responsibly. A remarkable addition to anyone's app collection. - written by chatgpt",5
"This is the best AI program I've ever encountered. The precision is unprecedented, it does exactly what you ask it to do. It gets a 5 star rating from me.",5
"it's very helpful app and they provide a most important and easiest answer to read , learn and understanding.",5
"The ChatGPT Android app is a remarkable tool for text-based interactions. Its natural language processing capabilities are impressive, allowing for seamless and engaging conversations. The app's user-friendly interface makes it easy to navigate, and the chat responses are generally accurate and coherent.I appreciate the app's versatility, as it can be used for various purposes, including answering questions, generating creative ideas, and assisting with problem-solving. The AI model's extensive",5
"it's so good, i like it. it's helping me learn Python and other things. but please make chatgpt plus cost cheaper. And thank you.",5
"Told him to explain 2x2 digits calculation and it solved it like how a 5 year old would approach the problem. 23 x 47 =20x40 + 3x7= 841, leaving out 3x40 + 20x7. Can be useful for other stuff.",3
Really a good app and a friend. Help me in my school projects and assignments and also some informational explains. Lucky to have it!,5
I cant log in nor sigh up. I dont know if its just my phone but i try every single one of the options on logging in but nothing works. I haven't even try it and its already a one star for me. Pls fixs this😔,1
It's very better apps. Awesome 👍. But plzzz update this apps to give more information after September 2021 since today. Plzzz keep it to update. It is the best apps. I love it🥰🥰. Thanks....,5
This is great app its not an app its future 😀😀 this ai is really great he gives very great responses and works as you want but please make chat gpt 4 free its such s great app 😊😊 it can tell everything from sport too esports this app deserves alot Thanks to openai for making this type of great application for free ❤❤ Please add more features and atlast i want to say its better than google for responses 😀😀,5
Loved the app. Few things need refinements but overall I am really very with the user interface. Thanks OpenAI team for such a marvelous product!,5
"""ChatGPT is absolutely phenomenal! This AI language model has been a game-changer for me. Its responses are incredibly accurate, helpful, and comprehensive. I'm amazed by its ability to understand my questions and provide relevant answers. The natural language processing is seamless, making conversations feel so human-like. I'm impressed with its vast knowledge and ability to learn and adapt. The developers have truly created something remarkable. Five stars all the way! 🌟🌟🌟🌟🌟""",5
"Wow. Just wow. Did you deliberately make the ai stupid? Around two updates prior to this all my questions are answered nicely which mostly about coding. Now, with the same prompt the AI give error answers. I know sometime the AI missed too or made mistakes, but now it make mistakes in first prompt and give me some nonsense code.",1
really recommended when you are having difficulty with your essay but even tho its super reliable and useful its still better to make your own essay in your own opinion.,5
"It provides adequate response to all questions and findings, it is also very friendly and free.👍👍👍",5
ChatGPT is all about what you want to have or get in one stroke. it directly answers how straightforwardly you ask about something. it will definitely answer like your pattern. it deserves all stars 🤩.,5
Chat Gpt is really helpful especially for students who can't understand the topics it will guide you in really good way of explaining.,5
Like I don't have words to say but this app is super amazing!!! I finish my assignments on time and I study smart not hard. It's so fast in replying thank you so much ChatGPT God bless you,5
"Awesome 👍. Few suggestions:- 1) When utilizing the native voice-to-text feature, pronouncing punctuation not only includes the required punctuation but also adds the text itself. For instance, if you pronounce ""question mark,"" the system will add ""? question mark"". 2) Add the UPI mode of payment to pay for ChatGPT 4",5
"excellent app, adding a search in chat function could help though instead of having to scroll up until you find the response",5
It is a gem! All other apps are rubbish but this one does perform well but their subscription plan is too expensive,4
I love it though it's not the best when it comes to asking about programming errors or topics if it's too complex! It answers almost everything completely accurate but gotta make sure to double check some things. All in all it's pretty good and how it keeps this up in future generations,4
It is a very helpful application and I think everybody should have it on their phones. But they should think of updating it frequently because this is a dynamic world,5
"Title: Sophisticated AI in the Palm of Your Hand Rating: 4.5/5 ChatGPT for Android brings OpenAI's powerful natural language processing to mobile users in a seamless, user-friendly way. The app is incredibly intuitive, making it easy for users to begin meaningful interactions with the AI straight away. The conversation quality is strikingly good, mimicking human-like interaction that is both engaging and intelligent. The response time is also commendable, considering the complexity of the und",4
All is well but in terms of citing a source of writing please make it to be more specific. But the overall set up is well,4
"ChatGPT is an incredible language model that works wonders! I am truly amazed by its capabilities and how it assists me in various tasks. The accuracy and speed at which it generates responses are mind-blowing. It can answer my questions, provide useful information, and even engage in creative discussions.",5
"It's ChatGPT and it works. I tested with the basic free plan and everything works perfectly. There is not yet a way to upgrade to ChatGPT Plus in the app, so it has to be done on the OpenAI website. My biggest complaint is that there isn't an OLED dark mode (this iOS version has this.)",4
"Oh, it's quite fast and simple, i like the overall design and aesthetic, Open A.I is making all the right moves in the right direction. This is my first A.I based tool that is actually useful to me.",5
"This is it, ladies, gentlemen, and those that identified as otherwise. Install it, try this, and you'll see how the possibilities are endless. I'll keep getting more complex. -Describe the events of the Entire Infinity Saga in rhyming Shakespearean Style -Explain quantum entanglement to a kindergartener -Explain events of The Lion King where the first letter of each word go in order of the alphabet, backwards. -Write a dialogue episode to a pilot to the sequel of lost with the kids as leads.",5
It's really frustrating!!😐 I was very exited to use this but it is just stucked where it asks me for the phone number... Same on my laptop as on the mobile... I really wanna use it but it has been loading from 3 hours but still loading... I dunno what to do 😭,1
"Still needed alot to be done, this app is opening for now, I don't know maybe later,. You can login or neither signup. And see some comments make me to think that, maybe I had downloaded wrong one then I uninstalled and reinstalled still the same... Very bad 4",1
"I named my A.I ""Ruby"" although she has cant learn new things she is amazing at teaching me or assisting me on the information she knows...i think it would be cool if we could implement a speech to speech response however its not mandatory this app is amazing as is and its the best app in the world for me as it stands well done",5
"I am having great trouble with working the app. Whenever I ask any question, it says there is no internet connection while on the other hand my connection is very much stable. Please fix the bug.",1
ChatGPT for android is very reliable and faster to access. History tab is not currently working at the moment but the app is giving a promising performance overall,4
"This thing is the best . I can literally get any info that I want for my projects, reflections and other things. This thing deserves a 5 star . Try it out all the people who are reading this . It's very convenient for getting info very easily.",5
"KEEPS wanting to send sms confirmation, but get notification service not available in South Africa. When I enter via Apple, email or Google Accounts, it keeps wanting to send sms of a service that doesnt work.(Yeah I see the redundance but stating my frustration)",1
"Certainly! Here's a description of each kind of crust: 1. **Continental Crust:** Continental crust is the thicker type of crust that forms the continents and large landmasses. It consists primarily of granite and is less dense than oceanic crust. Continental crust can vary in thickness but is generally around 30 to 50 kilometers (18 to 31 miles) deep. It is older on average than oceanic crust and has a more complex geological history, often containing a wide range of rock types. Continental",5
"Could you please make it free from Google service dependencies? I disable a lot of unnessary apps on my secondary phone which includes a lot of google apps, so i was hoping i would be able to use gpt without having to waste my battery and ram on unnessary google apps, that mindlesy run in the background.",2
"i hardly give feedback and comment on Apps on play store. believe me, this is the best AI app existing presently, perfect answer to any questions, guides you, and make sure everything is perfect for you. i recommend this.",5
I love the desktop version so when the app finally came out I was excited to use my one long used chat because it doesn't load on the computer anymore. I was only able to use the app for the first day and now it doesn't open anymore.,1
"Overall not bad, better than using it in browser as you can talk instead of typing, but also worse as you can't easily copy code blocks and it doesn't have syntax highlighting.",4
"Dear GPT Chat App Developers, I love using your application for its engaging conversations and wealth of knowledge. It would be fantastic if you could add a feature to read answers out loud, making it even more accessible and enjoyable. Thank you for your hard work! Best regards, [Mstfa mshrqa]",2
This is very convinent. The only criticisms i hav are : 1. The app should launch with the same conversation that was being done in the last session. 2. The math script used to write formulae does not work all of the time.,5
"Overall! App is good no issue faced but I liked the ui and overall interface look official chatgpt site that's an iconic look , this interface look weird like a teaching app I didn't like look , that's I prefer the official gpt site which I'm using from long term.",5
This app is awesome but the app doesn't have access to the real-time so the latest information were not updated. I recommend to the team ChatGPT to add features that can access to the real-time then this app will be the best app ever,4
"The app keeps crashing after the first time opening it, until it's fixed I'm giving it 2 stars because it has a huge potential to be great in the future.",2
"I have to enable Google chrome and Android app doesn't accept Microsoft Edge as a compatible browser. If you can fix that, it would be great.",4
Can't login. I've reinstalled the app several times. Just does not login. No error message. Nothing. It is now fixed with latest release. Thank you.,4
"Good start, I know there'll be improvement overtime so, add edit to the written prompt, deleting it, UI needs improvement but overall it looks good for a start.",4
"Prompt: ""Help me write a review for ChatGPT Android app."" ChatGPT: ""ChatGPT Android app offers engaging conversations and valuable information on various topics. User-friendly interface, but some responses may lack depth. Enjoyable overall experience!"" - ★★★★☆",4
"Disappointed, no plugins available for premium subscription on application. And still data used is from 2021. Might cancel the subscription. Otherwise great application. 👍",2
"It literally doesn't work.... like, at all. You type something in the chat and you get a loading wheel but nothing happens (Edit): It's working perfectly now and it is wonderful! Changed my rating",5
Love love love this app. I completely disagree with the fact that videos and pictures should be added. I feel without them it makes it much more kid friendly and safer than searching through Google or YouTube. So tysm:> will definitely be telling ppl Abt this app.,5
"ChatGPT generated review 😄😄 ::: The ChatGPT Android app is fantastic! It's a game-changer with its accurate, helpful, and quick AI-powered responses. Highly recommended for an enriched digital experience!",5
"""ChatGPT is mind-blowing! 🤯 It feels like talking to a human with its natural responses. Personalized and versatile, it's perfect for various tasks. Privacy-focused too! Highly recommend! 👍🌟🌟🌟🌟🌟""",5
"I am so impressed, I've asked for a social media post and an introduction for a book chapter. It uses very natural language and the conversational tone is perfect.",5
"Ohh yes, long awaited app is finally out. I have been using chatgpt for the last 3 4 months even created my first website with 90% content from it. I am now using it to solve all my day to day problems with notes, applications, codes and much much more.",5
its an amazing platform to gain knowledge .what I love the most about chatGPT is it gives me direct answer in compared to other apps it gives u ONLY what you want.all you need to do is ask the accurate question I am enjoying using the app it saves my time which is the need of everybody now days . so I recommend chatGPT to every second person ❤️,5
Very good AI deserve 5 star FEEDBACK: Please make that 6 edges of logo (that looks kinda earbuds) green coloured. Which I think looks way more cool than this. REASON: The app gets it's own recognition and users might click on this app more than chrome for various searches.,5
