contents,star
"The game is simple and entertaining because of the matching colors where the tiles needs to watch carefully and the sarcastic script that makes you smile. But the longer you play the game, the tiles goes faster which the colors of the tiles are not good for the eyes, then it would become more harder to play the game.",1
"This game is absolute GARBAGE. I mean, how can I enjoy a game when it has no ads?! And heck, even the game itself is trash. It took me 3 seconds to understand it, that is way to long for my standards. And the fact that it's fun isn't even the worst part. The worst part is the fact that it's unique. How dare the devs make a game with no ads AND make a fun and addictive game! I can't believe I even bothered to install this price of poop.",1
"absolutely terrible I got this app, thinking it was a joke. However when I tried to open the app it crashed my phone, so I had to restart it. Exactly two minutes after restarting, my mom called saying my dad had died. While we were still talking, she started choking on an apple and passed as well. While it's probably a coincidence, I will be uninstalling the app, for safety purposes. Have a nice day.",1
"The absolute worst game ever. It's only for people who actually DONT like ads, also for people who like challenges, and good graphics, and smooth-running games. But I don't know anyone like that, and I don't think someone like that exists. Uninstalling now godbye.",1
"What is this? You simply have a fun game with no ads. Despicable. These creators are just begging for a one star review with how bad this app is. How am I supposed to enjoy my ads with no ads. The fact that it is fun and somewhat challenging... Disgusting. It even requires me to use my brain. Only a demonic creature bent on mass destruction could have come up with something so awful. I'm going back to play evil sponge neighbor find the secrets. Plenty of ads, ans no thinkinf needed. L + Ratio.",1
There are no adds what so ever. You cant pay 100 dollars to have a monthly subscription. What happened to the adds every 10 seconds? This game is missing key opponents in the game. No adds or expensive subscription🙄( this game is actually pretty good),1
This game is terrible. It doesn't give me an ad every 5 seconds and doesn't cost to play. I love seeing ads and they just took them away. How dare this game actually be playable. It's not even a ripoff of another game. I wish i could give it 0 stars. Do not play. Edit: actually does have ads at the bottom and is quite a trash game.,1
"I don't usually write reviews, so the fact that I'm even doing this says enough. This game is god awful, having a unique premise unlike other games? I want to play a game just like every other game but with slightly different graphics. Also, theres no ads or pay2win! How can I play a game without constantly being begged to spend all my money and watching ads if I dont?!? Some good things however, there is no button to get from the game end screen to the home screen, and I'm not told how to play.",1
"ugh, very ugly app. Low graphics and too many ads!! I accidentally clicked on an ad and it sent me to a website that sells cheeseburgers that have motor oil in them instead of regular vegetable oil. Then I tried to exit the app but once I got back it said ""Unable to process the reason you exist, app shutting down"" and shut down. Do not install it, it will steal all of your money and glue you to a tree. I know that from experience. Uninstalling right away! 😡😡😡",1
"I usually don't rate games 1 star, but this game - this game DESERVES one star. If it were possible, I would give this game -1000 stars!! I wouldn't even know where to begin. First of all, the ads. While some people said there was no ads, I received so many ads! Every 5 seconds an ad comes and breaks the game I am playing. Can't even see the screen. Also this game is unbeatable and insults you in the end??? Like what? I'm just trying to have a good time here and feeling so attacked right now.",1
"I wish I could rate 1 star. This game is plain and boring. Also, it has no ads, what type of game has no ads that's free? It's stupid, and now everytime I play this game 2 minutes I start glitching out, my arm starts to jerk around then I start going through the floor. This game didnt only put a virus in my phone, but in me too. So I'm going to see if it's just me by sending it to my friend, but then I'm uninstalling. This game sucks. I've been having a hard life because of this game. This sucks",1
"This game is absolute trash. Before I installed, I read the comments. Everyone was upset about there being no ads. I thought to myself ""it can't possibly be that bad."" Then I installed it and played, and they were right. No precious ads, terrible gameplay because it's fun and I don't like having fun. I wish I can give this app -5 stars but one is the lowest possible sadly.",1
"Absolute worst app ever 😡. Would not recommend. As soon as I went into the app, it nothing but show me ads. And even the ads kept glitching and freezing. Also, when I exited the app, my phone was hacked and then it exploded. Terrible app! 🤢😭😡😡😡😡🙄 Wish I could give it 0 stars!",1
Worst. App. Ever. First no ads I love my beautiful 30 sec ads next bad game it is challenging and I like my games beaten for me last it has bad design the title screen is easy to maneuver and I like it all over the place and hard it provides an early challenge the only good thing is you can't access the title from after ending the game also no virus it needs those to absolutely destroy my phone and make it the way I love unusable this app is so awful it is literally worst than Twitter 😡😡😠😠,1
"It was a fun game, although its a bit annoying sometimes considering the number of confusing colors with different names of colors are seem to be challenging and quite difficult to play. And as you progresses, the game will speed up, which will lead up to confusion and lost of focus. i didnt rated it as one star to promote the game , cause it was fun i think.",4
"Absolutely full of rage after using this app. The game is overly simple with low graphics, yet even so, it's so rage inducing. And if you mess up too much, the app will send you rather dark messages, such as how you 'mess up, just like your life.' This isn't acceptable, and I'm not going to fix my rating until you get through your thick skulls that you need to get some funding. To increase your terrible graphics and gameplay. One way to do so is, well, have ads! This game has absolutely none!",1
It sucked👎 the controls are hard to understand and hard to move... this is such a waste of time and money!! I played for 10 minutes and got 37 ads!!! I couldn't even play the actual game for more that 20 seconds. Review by a human not a bot.,1
"This app is the worst. Not only is there no ads, but it's super complicated. I mean, TAPPING SQUARES?! Why can't you make things more simple? I thought this was gonna be a fun little game but IT IS NOT! How DARE they try to make me use 2 brain cells to play this game. UNBELIEVABLE! I would NEVER recommend this game! How can I enjoy a game without a 30 second unskippable ad every 2 seconds?! In short, DO NOT DOWNLOAD, and if you do, rate it 1 star because it is TERRIBLE!!!",1
"Well, when I first got the app, it was a blast. Seriously a blast. It blew up my phone. But I wanted to see if that was just a wierd coincidence that a message appeared saying 'destroying phone now', so I installed on my brand new phone. It blew up too, and now I'm a dead zombie, so I think imma uninstall and chillax by eating my bestie's brains.",1
"Just plain bad. Theres no top-tier ads for me to find new, better games. It's just white with flashing colors, completely pointless. I don't understand who would come up with such a horrible idea for a game. You know what, I hate this game so much, that I'll even tell my grandmother to give this game one star. Absolute trash. If I could give 0 stars, I would.",1
"Awful, this app is horrible. it didnt have ANY ads, which is basically the point of games. You really have to work and think to get score, which I think ruins all games, as I like things to be handed to me from the start. I don't recomend this app to anyone. I cant believe anyone could even possible make such a bad game.",1
"One thing that would make this app have a even lower rating is by removing all the games and just having a full screen of ads. In that way, The users will hate it even more. Because of this, You could also earn more revenue through the ads. Well if that is boring, You can do something to force the players to rate it on playstore. Only if they did, They would be able to play the game. You can recommend them for a 1 star rating... Anyway Hope this helped.",1
"This game is the worst app ever, their are no ads and the game just plays in 60fps, like why would a game have no ads, after I stopped playing I was sucked into the phone, and because their are no ads I couldnt leave the app and enter another realm in the phone, still stuck in the phone but I found out how to work the home button. Deserves the 1 star.",1
"Terrible. Ab.so.lu.tl.y. terrible. THERES NO ADS!! total deal breaker. Relaxing game, which is terrible because If I'm not constantly stressed out then I get panic attacks. Nothing to be annoyed with, which annoys me. Wish I could rate it 0 stars.",1
"It was a fun game, though its quite frustrating given the amount of confusing colors like (Sky Blue & Dark Blue) with different color names. It was both exciting and frustrating, and hard to play at the same time. As you advance, the game can escalate which leads to even more confusion and concentration loss.",3
This game Is so good!!! And I hate that about it and it actually gives you a challenge it's disgusting the only way I would like it is if it handed every thing to you and there's no ads This is so bad about it I like my games to have ads at least! every 3 seconds! I would give this 0 stars if I could!,1
"Absolutely awful. There are no adds! Like who doesn't love adds. And you won't believe me, they have an easy to navigate homescreen. Ick I know. Worst of all there is a challenge. I don't want a challenge. Ugh. A horrid game. 0 stars.",1
"Horrendous app, so frustrating! Wish I could put 0 stars. It has no ads, and I like when I'm getting bombarded by ads. Deleted this app very quick when I realized there's no ads. I recommend not downloading this, I'm extremely unsatisfied with this app. Had to leave this bad review, words can't explain how displeased I am right now. Terrible job developers!",1
"This game is awful. The bright colors blind me and there are no ads! I need to see the gardenscape and twerk race to be a good game!! Overall disappointed and sad. Resolution is good!! And I need the 16p res to play a proper game. The only truth about this game is when you lose it says, and I quote ""you messed this up just like your life."" That's why it's one star and not no rating at all",1
"WORST. GAME. EVER. 1. There is literally no ads! Like, who would wanna play a game with no ads!? 2. As soon as I started playing it, I got sucked right into the phone and the creator of the game busted Down my door and literally threw my phone into the ground! While I was still in the phone!!! The doctors have helped me and I woke up rating this STILL IN THE HOSPITAL. thanks alot with my experience.",1
The game is confusing yet not entertaining. Also there is no calibration to know if I misclicked the color and its proper name. The interface is bad and it's not really amusing to play. I feel bored after playing and this is a Piano Tiles very low quality edition. The game should add calibration and music for development. The technology is friendly for low quality gadgets and easily to download. It has no background story just playing a worst app game.,1
"This game is the worst. First there isn't constantly ads interrupting the gameplay in the middle of it, second of all it's actually different and fun then the other very good games nowadays. And the worst part, there is no ad that shows someone sucking at the gameplay. SMH",1
"The game is very simple and plain. Yet, it's not the kind of game that'll make you stay for a longer span of time. The gameplay is also very odd as the round still runs even you ignore your device literally. There are still a lot of aspects to improve such as the art asset of the game but for now, I'll be giving this a one star.",1
I hate this app. It's a really original game and there are no ads. It's actually challenging. It's entertaining enough for smooth lizard brain to enjoy when I need to kill time. Absolutely absurd. Wish I could rate 0 stars.,1
"This game took me about 3 tries before i get the hang of it. This looks similar to piano tiles kind of game. I take it as a challenge more than being a fun game. After i played a few times, my eyes got messed up and it slightly hurt.",1
"Wow, what a dumpster fire. Controls are a mess and the boxes are as laggy and slow as my grandma with dementia. The WORST. GAME. EVER. My friend showed me this game and installed it thinking its going to be great but only to be met with disappointment. I never talked to that """"friend"""" ever again. So thanks, ""GAME"". Maybe develop something better next time morons.",1
"This game makes me sleepy because it lacks difficulty and game modes to play on. you're stuck with one game mode, bar code scanning sound and eyesore colors. I hope it could be improve/change in the future.",1
"this app is totally outrageous. firstly there is too much game disrupting the beautiful adverts that I downloaded for and I honestly believe they forgot to add the adverts. #falseadvertising. next, as I was watching the amazing adverts, my phone flew out my hand and straight through the windows. this caused my window to shatter and my neighbours thought that someone was breaking in. 0/5 stars if I could",1
Absolutely God awful. Worst game I ever played it gave me and my family cholera. Just one minute of gameplay will give you explosive diarhea for 3 months! The graphics are so bad I vomited blood for 6 minutes straight. The game is so buggy real bugs will come out of your phone. Not to mention the game being a complete and utter add-fest. Overall worst game I ever played do not play this game if you value your loved ones.,1
It's hard but I like it. I'd give it 4 but you need lowest rated app so I give it to you😊,1
"It is pretty entertaining, but gets boring quickly. I think it is an amusing goal to have the lowest rated game on the play store, as such, it can be understandable that there isn't much to the game if it is looked at with such intent. To humor the developers' wish to have the lowest ratings, I will rate this with one star, but also partly in accordance to the quality of the game itself—there isn't a lot going in for it.",1
"The game was new and interesting for me. I like the game idea that you have even though there are numerous games similar to this. As a player, it would be nice if the graphics and design of the game would be improved a little bit because we, players, want to be immersed to the game as much as possible so that we can thoroughly enjoy it for a long run. I can understand that minimal, simple and throwback graphic games are hot these days but ui of the game is not effective enough for it to be a hit",2
"Ok so this was awful. 100% Loaded. My phone gets a virus, a fatal one at that. It explodes in my hands as my guitar eats the speakers in my dining room. My hand grabs the table and lava erupts through the fireplace and my lounge is submerged. I see the storms gathering, and my phone explodes 69 more times. The end of the world is near. Help me. Apart from that, amazing app. :)",1
"This app is horrible! I was having my second vaccine when all of a suddem the creator flew my phone over to me with the app installed! I played it for a minute then my arm started to fade away! I got sucked into the game, no way of being able to get out. I was extremely shocked when I realised this had no ads!!!! What is a good game without millions of ads? Right when I lost, it stabbed me through the chest and left me to rot inside the system. I wrote this review in the afterlife. DONT INSTALL!",1
"I downloaded this app and connected my phone to the house wifi and it instantly hacked all the smart devices connected to the network. Even my smart pressure cooker was hacked. It tracked the data being sent and it was sending the info of what's cooking in my smart pressure cooker to chinese servers. Also, ads.",1
"Worst game on earth!!!!! First off, there is no ads! No point in a game with no frickin ads. Second, as soon as I played a portal to the Arctic ocean apeared and then the game put a virus in my phone which made it come to life!!! My phone pushed me into the portal but instead of going to the Arctic ocean I was sent to the south pole in my underpants! And then I died of hypothermia :) so don't get this app :)",1
"Horrible, it had no ads! Which is my favorite part of games, I hate not being able to get ads in my face every millisecond! Second, it gave me bad luck, I had to donate my kidney to a dead person because it's so called ""good for them"" 2nd of all, my house burned down because I was drinking water, the water turned into flames after seeing the eye-straining colours. 3rd and last, I never got my chipotle.",1
"I HATE THIS GAME!!! I can't watch my ads! Like seriously.. 😩 worst game ever. Also, the only thing I love about it is that it calls me a loser!! I love it so much! But there's no way to go back to the main menu... AMAZING but then when you get to it... IYS EDUCATIONAL bleckkk ew nastayy I hate this game so much and please download tho...",1
"What a disgraceful app, truly garbage. Where are the ads?!? I'm supposed to get one every time I touch the screen!!!! It runs smoothly, it's supposed to crash every time I open it up!! Idk why this hasn't been removed yet }:(",1
"This is absolutely atrocious! I have never seen a game so awful, this game is a blight on humanity! The instructions were unclear and unhelpful, the game itself makes no sense, and overall is an awful experience. If I could rate in negative stars, I would. It does not deserve even one star, but sadly, it is the lowest I can rate it. Never play this.",1
"Come on dude, this game is bad. It has absolutely NO ADS, which is very frustrating. I also noticed that the menu is so easy to navigate, which is uncalled foe and frustrating. And lastly, this game has CHANGED MY LIFE, in a VERY BAD way. So dont buy this app!",1
"Worst game ever. They have the audacity to make it a simple and nice enjoyable game I can quickly play while I'm bored. I'm baffled at the thought that they actually don't stop my game to display ads like, I wanna see ads, that's like a big reason I played the game! Unenjoyable. I recommend rating it a 1 star to warn other people",1
"Absolutely disgusting! I hated it! It was the same thing over and over! I hated the sound. You couldn't even go back to the main menu. No adds, but that's just you trying to pull up a gOoD sIdE huh?! (I'm sorry. Really good game. The sound calmed me down. I would have rated 5 stars but I actually read the bare minimum and did what you asked me to unlike 30 people. Have a good day)",1
"Worst game ever. The game is engaging, which is bad because i missed a meeting, it insults me when i fail, which reminds me of my ex-wife, Sharon, it lets me ay a GAME (can you belive it? It LETS me play a game?) I was expecting a challenge to get onto the game but nope! Too easy! Oh but the ads are the worst, where are my precious,beautiful,wonderful ads?? Im heartbroken",1
It's horrible. The instructions weren't very helpful. Worst app in history. There were absolutely no ads in this app which comes off as alarming to me!!! 😡 The developers put absolutely NO work into this and I am extremely mad. If you want people to download your app then I suggest putting ads and actually trying on it. Honestly. -∞/5 stars. I really wish you guys learn your lesson.,1
"Awful. 3 columns and colors. I am daltonic, so this game is the worst thing I ever saw. Althrough, I can give it a good rating: they helped me to remind my life situation that I messed up. No ads, but this can be consumed, that is great, that you learned how to hide them. All wrong answers were an Ads. I knew it. ONe S ta R",1
"My fish died while I was playing this game. I may never know why, maybe the essence of this game being rated a 1-star? I started off realizing that this game had no Ad and it really flipped me off. I miss ads now because of this game :( The other thing is- I tripped and broke my rib while at the same time dropped my phone while on the main screen of the game and without a sincere goodbye, my phone exploded into smithereens and vanished into the unknown heavens of technology. From, 5-star hater.",1
"I don't normally rate apps but this- this is HORRIBLE! As soon as I downloaded the app, my phone froze and I had to restart. When that was finally fixed, I had to wait 20 min for the app to load, and when it did I GOT NO ADDs! To top it off, my girlfriend broke up with me because of this app. Then I failed school, and lost all my money. I'm broke and homeless, I'm writing this in the dirt. WHATEVER YOU DO- DON'T GET THIS APP! IT WILL RUIN YOUR LIFE!! -♾️ out of 5 stars. I hate this so much!!!!!!",1
"This game is outright trash thank you the creator of this app of making it more worse by the way it ain't pointless to install because you get what you get with this app just look at the title and you know what this app is all about. I forgot to tell you that your really "" good"" at the guitar it is better than anything I have ever heard even mirrors will love it . Why aren't there any ads I love adds I'm "" patient"" at all times . 👍",1
"Gameplay is fun and addicting and it's really easy to play. Plus, it's not throwing ads at you all the time. Funny thing about the game is that when you lose, it says: you messed this up just like your life. One star because it deserves a playerbase that listens to the developer.",1
The worst game in existence! It has 0 ads! We all know the best games have 250 ads every level! The game doesn't glitch at all AND when I press the color the beep comes when I touch the color like WHAT! Only 5 star games glitch and respond 1 minute after! DO NOT GET IT! (All jokes aside this is a pretty cool game),1
"Worst app in the world. There are no more ads, which is really bad because everyone loves ads! Also, while I was playing the app, a car broke through the walls of my house and hit me! Then, at the hospital, the doctor saw that I had this app installed and refused to help me! also the game called me a loser and i am not a loser. 0/10 Would not recommend.",1
"The game is low graphics and too many ads. it needs a lot of improvement. the gameplay is not that satisfying and the colors are plain too. if you play long enough your eyes will dry. I know that the game is joking but the message if ou lose is ""you messed up like your life: is kind of rude. although i know its sarcastic but they can say it in nicer way. the game is boring and plain, need lots if improvement.",1
"Absolutely horrible, rigged, horrible gameplay, not a single contact button in sight. Worst time I've had in years. Super bad and plus you can't even click much it doesn't register. Absolutely horrible. Would not recommend would rate 0 stars.",1
"The worst game ever! My favorite part about TV is the commercials, so when I found out that this was an ad free game, I was furious. Super high quality too! 😠 Overall, worst game ever. I like my games boring, not fun.",1
Absolutely terrible. As soon as I downloaded my phone ran away from me and I found it across the country! When I found it I saw all of my apps were deleted and the houme and lock screen was a pic of drugs. And somehow this app called the cops on me and I served 10 years in prison! This is a horrible app! WOULD NOT RECOMMEND!,1
"I can't believe that the game didn't track my address and SWAT me. this game doesn't even have any game breaking bugs, or annoying notifications. There isn't even ads! Let alone 20 ads every millisecond. If you were looking for a terrible experience, this app is not for you!",1
"I tried this game 4 days ago. I opened the app, and blacked out. I woke up restrained in a hot room with no windows and a little sliding door. Panicked and terrified, I called out for help. I heard footsteps getting louder and louder, then they stopped. The little door slid open and a container was passed through. It didn't have food or water inside, but a few hundred mosquitoes and mismatched socks. I blacked out again, then woke up at home. Uninstalled!!",1
"I'm half asleep while writing my review, having installed this ""app"" out of lethargic boredom. I have to say, I'm scared to go to sleep tonight. The entire thing is so utterly god-awful that it's nightmare-inducing. A reluctant good night to the poor people who have had to experience the long-lasting mental trauma of this repulsive creation. Garbage.",1
"This app is the WORST! It had no ads and the ads in mobile games are my LIFE! It actually presented a challenge, and nurtured my brain, but I need everything handed to me on a silver platter. 1/10 would not recommend (this is a good game)",1
"They redesigned the UI again and while I don't like everything about it, they got it spot on with the speed. Overall a great way to invest in stocks, and it has no ads! I always tell my clients to download this app for anything related to stocks. One problem, atleast on the galaxy s10 is that it doesn't adjust to its display making it look a bit off. Other than that the app has only improved and im looking forward to the next 5 years!",5
"Do u know that feeling when u want to do something good so u go do it. For example, wash the dishes and then ur mom or dad comes over to tell u to go do it then u don't want to do it anymore? That is the exact same feeling with the app. It's really bad quality and it says things like'loser' and thing like that. Boring concept, boring game. But u really need to stop telling people to rate ur app 1 star. Besides, no ads!",2
"This is the worst app that I have ever used. The ads are unbearable, the graphics are HORRIBLE, and the gameplay is boring and slow. If I could, I would rate it negative stars. NEVER play this game!",1
"If only I could rate this 0 stars, first of all the game is sooo harddd like why do that, my highest score is only 790. Second of all, add some ads! Like my goal was to watch ads like tv. But you gave me work. And last of all, the words that you say are encouraging like, how dare you be nice to me. Do better with yourself. I can't believe this. Uninstalled immediately.",1
"This game is the worst. My problem with it is there are 0 adds, unlike my game where the give me ads every 2 seconds. Another problem is no pop up purchases, Wich is awful. I hate how there is skill. This game also makes your brain more smarterer, Wich is just awful. 1 star for sure",1
"Terrible game. The ads are gone, which makes me even more mad because everyone knows that games like these need ads every 10 seconds. After playing this game for 5 minutes, my phone crashed and exploded followed by a tsunami that was caused by the game. After getting hit with the tsunami, that water turned into lava and the only reason I survived was because of a fire resistance potion and netherite armor. After the tsunami, we had a magnitude 11 earthquake and my phone fell in the abyss. 1⭐!",1
This game is filled with crazy and weird reviews but none of those things are true obviously. I find it hilarious that the game purposely want their players to rate it really bad. The game is playable but it gets boring over time. I recommend this game if you are waiting for something and you don't have anything to do and theres no wifi because you can play this game offline.,1
"Pump up the difficulty. After some time, it is getting boring seeing the same colors all over again. Also improve the visuals and audio to make us play more.",1
"WORST APP EVER!! First of all, the game has no ads..which is not great at all since these games are better with them. Then, EarBarf....I had no idea what that was until I decided to download this. So thas a thing...and all of a sudden the EarBarf shot out of my screen and completely burnt my phone. So I had to go get a completely new one, which cost me $1200...then EarBarf",1
"The game was great in killing time. However, It is more interesting if you can add a different design by different levels/world to make the player explore the game and not get bored.",2
"As soon as I saw this WONDERFUL creation, this GORGEOUS game, I just HAD to download it. My fingers twitched as I tried to hold myself back, but I found myself unable to restrain myself any longer. It called out to me, stuck out like an overgrown toenail. Should I download it, I thought to myself. But obviously the answer was YES. The game is so good, absolutely amazing. I've never seen a game as great,what are people on, rating this one star? It's better than that, of course! You did good, TMM!",5
worst app ever downloaded. my phone started hanging when i opened up the app my phone totally stopped. not even restarting. then it took my 2gb data to start a stupid game after 1 and half hours. that game is so boring and still hanging. on every click there is an 45 seconds irrelevant advertisement. nonsense devoloper nonsense app.,1
"Woooow, this game sucks... there is only one fun mind-tricking game, the starting background is beautiful, and sharing the game is a breeze! There were so many not ads there! Can I can play that mini game over and over again, 1 star game, no doubt about it, dont download if you dont like a good game.",1
"This is app has no clear objective. It doesn't give a real challenge. You only have to pick the right word(color) that is appropriate to the colored box. when you lose its 3 lives, it will only mock you through saying ""you mess it up just like your life"". It may trigger you mentally. This game lacks in different factors or fundamentals that is needed in making a game. Perhaps, it might have a purpose of annoying a player.",1
I hate it so much the game is horrible and i also love this app so much.,1
My ears hurt soo bad remove this please!,1
"This app is TERRIBLE!!!! It will give you severe chicken pox and make the whole world EXPLODE! DON'T DOWNLOAD! It doesn't even have ADS! My...my sweet ads, man. It's just so goofy. It's even a difficult game, I wanted it to be easy and...have everything handed to me, BUT NO! DO. NOT. DOWNLOAD. IF YOU VALUE YOUR LIFE",1
"Honestly, I can't stand games like these. It's so obvious that they're trying to be ""unique"" and ""different"" from the other games. Stop trying so hard. Also, why aren't there any ads?! What kind of developer makes an app with no ads! Google should make it so that we can rate games 0 stars just because of this game! This game gets my blood pressure rising. Install if you want to have nightmares for the rest of your life. 😡",1
"The opening had me already saying 1-ish stars, the the actual game is pretty bad.. ngl, because there's no tutorial or anything. It just throws you in and you lose, I got the hang of it eventually but it's still a bad rating, the game is not recommended. And yes, I know it intended on being annoying, but this is my honest review. (Plus when you lose it's all like ""mmm you messed this up just like yo life"" like S GDHIVVJFHHJBHGHUYB SHUT THE GFGHFHDTFGFFFFFFF. Anyway, have a nice day. :D",1
It was an enjoyable game but you'll get bored easily. It has no instructions or tutorial on how to play the game and the visual aspects of the game are not really pleasing to the eyes because the background is just plain and the colors are bit bright.,3
"This app is hot garbage, I tell you! The moment I opened it, it legit crashed my tablet. All my games were deleted and all my progress was gone. They words that popped onto the screen ""U suck, dummy"". Can you believe that?! I was so furious! I broke my tablet right in half. The words on the screen said ""Sucker"". I was so mad that steam came out of my ears and nose and I was breathing fire from out of my mouth. I had legit turned into a dragon! And I still am a dragon to this very moment. The End",1
"This game totally Sucks! It does Not have an awesome minigame that I could play for hours, and is totally horrible... Futhermore, after playing for 3 mins, the phone flew out of my hand and out the window!!! I chased it but I fell in a HUGE black hole that it created, and am now stuck and the bottom of a mystical dymention full of hostile creatures that killed me! I am now in the afterlife with my phone.pls don't download. I RATE THIS A 1 STAR.",1
This is honestly one of the worst apps I've ever had. As soon as I downloaded it my brand new iPhone 20 completely crashed. It would even turn on anymore so I have to write this on a computer. I seriously dont consider getting this app whatsoever.,1
"I played it, first of all, NO ADS! I NEEEEED ADS MOTHERFRICKERS, second of all, the game is to hard, and third of all, when i failed, the government came in and kidnapped me and all of my family, and forced me to rumba dance, or else my entire family would be assassinated, I'm dancing as I'm typing this, please send help, i hate this game (JK JK)",1
"It's interesting but you'll get bored easily. I only played it two time and get bored already. Also, please provide an instruction in the beginning of the game. I get confused when I started it. I don't know how to play it. I hope you'll imrproved more like adding designs, level, scoreboard or anything to make it improved.",2
This is the worst app ever!! I installed it and found out that I got tracked on the hitman list. I am getting tracked rightbnow so I need to contantly move house. This make me poor so then now I am homeless. After all that was taken care of a tsunami hit me even though there are no beaches anywhere from where I live. Lastly I got expelled from school and got hit by a car. I am currently writing this in not heaven but hell so please don't get this app if you don't wanna get bad luck and die.,1
"Absolutely trash. There are no ads, which is obviously terrible, because I love ads more than I love the game, and it's possible to win. I need my game to be pay to win, or I lose. DO NOT INSTALL!!!",1
"this game has too many ads and the game is sooo hard! and my friend even died because of this. heres the story: i found this app because of my friend and he said ""just put a random review with one star"" so i downloaded it and checked the game out. then there was so mucb ads. when i opened it i had 10 ads to close! and when i tried the game out, it was so hard i couldnt even win! and then my friend's mom texted me and said hes dead! im crying rifht now. i hate this app! do not download!!!!",1
"Terrible app. As soon as i opened the app, someone broke into my home, stole my oven, and fled to the night. When i started playing the game, i was thrown across the room by one of my Hermet crabs. Once i had gotten back up, my house turned to ashes in seconds. Worst app ever. If i could rate it zero stars, i would.",1
"This is the worst app I have ever played. It has no ads, like everyone loves ads. Second, when I downloaded the game, my finger and my foot disappeared. Third, I lost all my money. Fourth, I got thrown I got thrown into a volcano. Worst app, it is badluck. Don't install it.",1
"THIS APP SUCKS! Yes the bad good ddj is back. OCHACO. app bad ok,m. But I have a few questions for Android and the authentication is the same way I have a great time with chairs and on for over Lord came up with a picnic grill and the cup was great for a time and it is a great place to work with and to take a few scriptural from the pit and I are enjoying going yes.",1
"I appreciated the simplicity of the game, I, personally, thinks that the game designer succeeded on the part where they kept it simple. I just think that maybe this game will be a less boring if they can make it more interactive to the players and put more not so kind words as a comment to how the players played the game. I enjoyed playing it because I know I have my classmates that's playing it with me.",2
"I rated this game a 3 stars because it's hard at first try because i don't know how to play it, but at the other tries i find it enjoyable because it will test you not confusing of each color and their names. I also find it interesting, because of getting the right color and their names. Limit play of it if you have eye problems because it is dangerous too.",3
"I would rate it 0 stars if it was not timed. This app changes your phone into a living timebomb. More effective than samsung's bomb. My group said this is less expensive than constructing an actual timebomb. So i wanted to rate it 5 stars. But i am afraid that some of you innocent people will download this and wont know that you've created something explosive, so if you want a regular fun app, this is one you should avoid.",1
"Ugh, if I could give this 0 stars I would! This game sucks! It doesnt have any ads which is outrageous, every game should have an ad with every click they are very enjoyable. And the game itself makes no sense! Not to mention it lowers your self esteem so much! I lost at it's impossible game and it called me a loser! Just like my ex husband. I'm not the loser Carl, you are! These remarks DONT Effect me... but it could really hurt someones feelings. Do not download.",1
"I doubted that this app was so bad that it deserved so many one stars at first, but when I tried it, the app was so laggy that the blocks were teleporting and I couln't even tap them. (ofc it has nothing to do with my internet connection, my internet is powered by chi.) The worst app ever, designed to waste time.",1
"ABSOLUTELY THE MOST GRUESOME, TERRIBLE APP. I thought it would be fun to see what it was like, but when I installed a bunch of centipides starting appearing out of nowhere and I woke up in a volcano, smh. I rated it 5 Stars, but then the Volcano started erupting with lighting so I changed it to 1. DO NOT INSTALL, PLEASE.",1
"This game is amazing which makes it super bad! I can't play for a single second without quiting in disgust, there isn't even any ads like WHERE SRE THE ADS??? Also it doesn't even drain my battery quickly so that makes it even worse than other games, like cmon some of these things are necessary for being a good game. ★☆☆☆☆ This game doesn't deserve thr 1.3 it should just be 1.0 😤",1
"The worst app to ever exist. As soon as you open the app, it flashes nudes and extremely graphic pictures, stuff you wouldn't even think of in your nightmares. Don't waste your time.",1
I CANT BELIEVE IT. I would rather jump off a 500 mile tall building while eating cat food and having dirty diapers shoved in my face instead of using this app. As you can see the big issue is that the app is an app. This is obviously not fair to the other apps that are being apps. This app just really sucks and you shouldn't install it.,1
"The literal worst game in the app store. The game charges your account 10$ for every time you lose. And if you win, you get nothing in return... And it's is subscription based, and it automatically charges you an extra 29$ every month. There is no way to unsubscribe. Plus there is an ADD LITERALLY EVERY 10 SECONDS!! RATE THIS ONE STAR!!!!!!!",1
The game is so boring and plain. I've only played this game twice and got so bored easily and it would be nice if you can provide different levels with different difficulties to make it more challenging.,1
"IT WAS SOO BAD! First off, the game play was horrible! No blurriness or off site ads! Everybody needs ads every 5 seconds and hard to read text! Next, no ads whatsoever!!!! Its soo unfair! If I could I'd rate it 0!",1
"THERES NOTHING PLUS ITS ADD FREE, THIS SHOULD NEVER BE COMPARED TO GOOFY AHH GAME THE OWNER LOOKS LIKE:🤓🤓🤓",1
I like that the game is mean it hypes me up but there should be a tutorial,1
"This app is ridiculous! The game is actually challenging, and I can't believe how little there are ads in this! I can't live without my precious ads! This is a horrible app. The only good thing about it is there's not more then one of those terrible games in the app!",1
"THIS IS THE WORST APP I EVER SAW! Because u just.. Press the right colors but not the wrong one. And why when you fail, It says ""Play Again Loser""? Yeah.. Second worst part of the game but Preswing the right colors and not pressing the right colors, ARE THE WORST PARTS. Cuz i mean this game is like for Preschoolers. So ya and theres the steps I unstailled it rn! And rated it a one star which you wanted us to do so yeah.",1
