contents,star
as an older bloke some of it is a bit hard to read and understand but overall not bad. well done,4
There's lots of network problem....my network is full nd other apps work but This game is so much struggling for run....,3
Very good game but it is highly pay to win. You cannot compete with anyone unless you pay .,3
"Good game ,but am still trying to figure out how to upgrade troops from one stage to the other.also resources sometimes get scarce",4
"It's just like ever other empire building game out there, just with a different theme. I'm not impressed",3
Best choice of gaming I downloaded. The waiting time is my only problem. Theyre to long to wait.,4
"Horrible game!! Don't waste the data to download. Limited resources, no shield for beginners to start, farming, and ego maniacs exist in this game. Total programming game developer fail. Glad it's a free game. Bad enough to consider asking them to reimburse me for the time I wasted trying it out.",1
"Finally, I've found a rehash of that one game I promised myself never to play. But this watered-down version really speaks to my Caucasian roots. I give it five stars because I'm hoping for ingame currency in another game. Basically, I'm speed running towards the requirements to get the simcash from Sim City BuildIt. Thus far, recommend.",5
Love the game but once you get to a certain level you have no protection from other players who are way beyond your level. Should be some peer to peer rules. I had to start over after getting completely wiped out.,4
From 2 fown to 1 star.. the game is totally unfair.. all the whales has infinite resources. 1 person with t7 can wipe out the whole tribes of f2p players .. which only had t5 and a some t6s.. when the whales lost battles.. its take them only 1 or 2 hours to get their 2m t7s infarmy fully recovered.. f2p players took 1 or 2 weeks gathering to recover 1m t5s in the infarmy.. whales get infinite resources from third party..,2
The game is very relaxing. The only thing I've can take away is that the beginning is very overwhelming with things to do.,4
"I like that there are no adds and that the deck is not stacked against players chosing free to play.......now, just come out with a Loki character and you might be on to something",5
"I love the game, but our server is absolutely awful. My alliance is a great team, but those that pay tons (3rd party) are ruining the game by putting their own rules in place and just burning you every 5 minutes, the top 4 tribes. More needs to be done about the bullying, really. As you can't grow. I wish we could swap servers away from these lot. Nothing is done about purchasing resources from third parties or people selling accounts.",3
I really am into this game. I only started playing today and I am already on chapter 9 it is so fun and really addicting I feel maybe only at the beginning they need to add more explanation on how to play but even if they don't the game is very easy to learn I found no faults in this game so if you are into building games this is the right game for you 5 stars from me!!,5
Well the game is kind a good with graphic and overall things. But the maine reason I'm giving 2 star is because game lag way too much every minute. This make difficult to play and affect game experience.,2
"Playing this game since the global launch, absolutely love this. Just to point out that after the recent update, the mall has disappeared from the game screen, kindly fix this.",4
I come from State Of Survival looking for a game similar but funner. I think i may have found it. I've been playing SOS almost 2 years straight but have been getting targeted by one pay to play player and its stopping me from growing and having fun. Pure menatl abuse so I've come in search of a better experience. So far im loving it! Will update soon.,5
Great game. The only reason I didn't give it 5 stars was because some of the text is a little small (although that might be my eyes!),4
"Completely PAY TO WIN. There is no point in playing this game unless you pay. You will put hours of work in only to be plundered by a p2w player you have no chance against. Besides that. I really love the game. Fun theme and beautiful aesthetic. The events are fun and engaging! One critique would be time mechanics for upgrading increase quite drastically and too soon. I'm on level 13, and it already takes about 3 days to upgrade. Usually, this happens around level 22.",1
"The game is good when you start, however to progress you need to be part of a tribe or you just get attacked constantly. I've joined 3 tribes so far and all have had the leader go inactive after a few days. The process to dismiss an inactive leader needs to be made significantly easier otherwise I would say this game is unplayable long term.",3
I downloaded it only because of the word 'viking' I don't love it nor hate it. You might attack random people but you get nothing in return. It's been a month but i still don't get the purpose of the game just keep building up that's all. After killing the dragon you don't have any other missions left.,1
"It's good fun of course you have to eventually buy a few things but if you stay on top of it, it's a while before you need to purchase anything... But be careful because your enemies could and most likely will attack you when you aren't playing the game 🎮",4
"Very fun to play ! Graphics are pretty decent as well, definitely a game I will keep on my phone 😊 You Should Try it! If you enjoy viking stuff, and like having your own town to work on with other quests and side stuff to do, this is definitely a game for you👍",5
I really do want to give this game 5 stars but there is one problem. I simply cannot type. Whenever I tap on any text field the keypad will pop up for like2 seconds then dissappear. Fix this for easy 5 star.,1
"This would be a good concept, but the lag kills it for me too. I've verified for network issues, my connectivity is fine, emptied cash, updated game, no avail. I can't find the submit issues button either.",2
Playing on 5G kept coming up with connection lost would press ok which restarted the game. Checked my connection and was fine,1
"Really nice game. Nice graphics too. Friendly environment and easy to play. For me, the only problem is there's so many buttons. 35% of my screen are all buttons. Overall it is a nice game. 😁",4
"This is a very good game. 3D graphics, realistic wars, many islands, big army and a very very good starting screen. Very very very very very good game",5
"Only 2 stars because the game is glitchy, laggy and constantly freezes up. Cache and storage are clear. It's not my tablet, it's your game. Can't enjoy a game that doesn't run smoothly. Very annoying. Would give 5 stars if game worked properly.",2
A little obscure but dig around and you find things out to move you forward. Like many sims but different in a unique way. I just like the pace and tempered mystique... not an obscure chaos... great game!,4
It's a great game for when you're bored with amazing characters and awesome backstories for each. It's easy and fun to collect resources. I haven't gotten an ad since I downloaded it also.,5
"Excellent game. Great graphics, fun to play, keeps me entertained for hours!",5
"Very week game so disappointed. You can not develop as a jarl. You are always underatak by others. Not like Vikingard. Soon I will leave this game. So, so disappointed.",1
"It's perfect you download the app, it's really good for long car rides",5
It's a really good game but it is too complicated for me. Played it for 2 weeks and I have no idea what I am doing. Too much info all at once.,3
"This game is good in graphic and control, with storyline and great animation",5
"Ad for game doesn't match actual game, looks and acts different.",2
A nice game with very high graphics and stories better for devices having Android 9 or more,5
Now i cant upgrade any buildings..dont know if its a glitch but not entertaining at all,1
Clean Graphics. Refreshing approach to a grand staple of strategy gaming.,5
"For a new comer it whas a bit difficult to fallow the game, but wirh the prompt arrow I managed",4
Seems pretty fun so far. Made by igg who made castle clash too which was fun.,5
Problems with lagging freezing and being removed from game.,3
This game is simple but great I love graphics and battle system,4
"Very good game, easy to understand. It's a game you can get engrossed with",5
Very good game can play all the way through without much purchases.,5
"All good so far, please to reduce the bugs for old mobile phone that using 3gb ram",5
The game is superb but need any work on the graphics,4
Very impressive! I like that I can tap where I want my guys and builds to go!,5
I think they want a rating too soon I barely got int it before I could even think about playing it.,3
Best experince. Need a lil updates for controls.,5
"So much fun and things to do,, the villagers also involved much, it's great",5
"This is pretty entertaining, enjoying it so far. I like the challenge.",5
"Seemed good at first but keeps throwing a bewildering array of meaningless and unexplained stuff at you, ending up with you just clicking and waiting for you're not sure sure what... which just gets really dull.",3
The game is awesome. Hope that it can improve more so that many people would be satisfy to play this game.,4
"Awesome, lots of fun. Graphics are really nice and it runs very smooth.",5
"Beginner First Day, 4 Star Tomarrow im pos. 5 Star Rateing. If you are a Build and Train do Research,Gather Resources, And Battle type player this is the game for you. Oh also Adventure ,Travel ,Hunt, and more, much more. Pay attention to the Guides. Follow instructions they give and learning the basics about how to grow faster. Research and Technology is the key to Greatness.",5
Pretty straightforward It's very early in the game summoning seems all right I will continue to play and see where it goes on five,4
"Excellent, although a little complex at times.",4
I love it it is very interesting and i can play it anyway anywhere it is so much fun,4
"This is, as most other ads, are promising nothing in the ad actually ever happens until they have either spent actual money or have advanced to very high levels. Therefore if you don't have a expendable income stay away from this fraudulent site.",1
"One of the better strategy war and civilization games I've played and I've played a lot, but I'm still learning as well which is good. Most of these types of games are easy to figure out but this one has many facets that make it very entertaining. I think I've found a winner here !!!! I've been on here for a while now and the only issue I have is why it boots us off the server every hour or so and it does it to everyone but we deal with it because we love the game so much. But would appreciate",5
The battle scenes are the best and most user friendly of any games that I have played from this genre,3
"I've only just begun playing. Given those circumstances, my overall opinion could change. As, of now I currently enjoy the different references to the religion. I can only hope that the further I go. The more my religion is referenced accurately. Thoroughly, intertwined with the storyline of the game.",4
Not bad. Could use clearer interface though.,3
"Overall great game I enjoy the concept of it and getting to build. I appreciate all the extra supplies I get. It is slightly glitchy so that's why I put 4 stars, if only there were a 4.5 option.",4
"Much like others say, the lore in this game is absolutely insane. Very well made (also seems like theres a few women in power too!) and pretty idle if you just want to manage stuff. I saw the staff respond quickly to issues too :) Overall a nice experience, hoping to see more development in the game. Love mythology in general.",5
"This is a war game, not strategy. They don't even hide the fact that it's for powerful spenders. If you aren't careful all the time, literally glued to screen, you will be harassed by bloodthirsty whales. Farms can be destroyed easily. Gameplay is lacking balance. Game is really well made, but it's ruined by devs and players themselves. Frequency of IAP popups is sick. Also, game is overwhelmed by russians and arabs, because it's machine translated into their languages. Total language chaos.",1
"One of the best Battle game in this current world, Epic Graphical design is a great way for players to experience",5
It's another time consuming game which you can falow only way haw scenarios are designed. It's not a strategy game to me,2
When I first started playing I gave game 5 stars there was alot to do and was able to progress quickly but after reaching lvl 17 game started getting boring same old quests same old map quests same old everything now im lvl 18 build times are extremely to long and take to much rss research times are atrocious and no new anything now I know this is a game designed for pay to win players and I've spent $300.00 to date on this game but honestly it's BORING.,1
Was able to play game now it won't load. So I had to DELETE IT.fix the bigs then I might try to play it again,1
"The inevitable conclusion of the game is going to be misery for those who don't pay for the game, and for those who do pay only if their enemy is paying more. A game of throwing money on the screen to get tools for bullying others. If bullying others is your shtick and your credit card is loaded? 6/5 stars. Otherwise -2/5 stars.",1
Overall very good game. Only complaint really is I wish I could zoom in on the map a little more as My phone screen size is a little small. But all in all I say a solid 4 out of 5 stars. I usually don't play games on the phone and this is one of very few to hold my interest.,4
This game is so cool the voice acting is amazing and the storievl line is so cool best Mobile Viking game ever!!!,5
"A bit overwhelming with featured, necertheless mechanics is on point and is visually pleasing!",5
By far one of the greatest mobile game I have played. Definitely recommend Viking Rise. Keep up the great work.,5
"Edited: sorted. It was only control in itself. Had to tap the hammer to finish the construction. Original post: Seems good fun, but for me, fun ended before began. Can't build camp🤷‍♂️ it remains unfinished and tried everything i could think of. Any suggestions?",5
I really love this game. It's not hard to understand and really fun. I've played for a couple of days now. The graphics are amazing and the gameplay is smooth. I'm glad I joined the Easly Access period of this game. Best game I've played in a really long time. 10☆.,5
Great game if only there was a Freeplay where I don't get told what to but I have to reach the objectives on my own,4
Easy to get into interesting story and game play is over all fun worth trying if your looking for a clash of clans like title,5
"It is still quite derivative in my opinion. Feels like a pimped version of lords mobile, still playing I will see how it goes.",3
"It's good but higher level kills the newly joined player's and it's very hard to play in this conditions, I don't mind it cause I am in a big tribe but it's still a problem and I wanted to play with my friends but since there is I don't know what restrictions, we are in different server, well aside from that all is good, I have a levl 16 village, 1.5 mill power, I am not a pay to win player, I used something that's called patience haha but overall nice game... ❤",4
"Thanks so much! Game has lot to offer, but if your not careful some of the time you invest in it, could be another persons gain! I asked for help, didnt get any. Thanks so much. I'm done. Thank you for Responding. I will probably come back in the future just to see if things have improved and if they had then I'd probably say around a while. Thank you for reviewing the information and taking it into consideration.",3
"This game is an absolute delight. If you start playing this you ll understand the developer has put some thought into this. It is not pay to win, the game gives you a good amount of resources, speed ups, resources are available, the games needs a lot of patience buf that is the magic of such games. This is very very well developed. The paid packages are very well packaged and there is no ads 😁",5
"Great build & conquer strategy game. Easy to use and fully guided if needed. Beautiful buildings, scenery & sounds. Perfect for beginners & seasoned players. If you love battling monsters & clan's, this is a must have game app 😊",5
"Totally engrossing, dynamic and loads of fun",5
"After the update, my newly trained troops are stuck at the training buildings. No matter how i tap on it, the troops arent ""collected"". I cannot collect, train troops or upgrade my building. Help.",3
So far a good game. Good graphics and sounds,4
"This is a very good game, Graphics are really good and the events also good. You can Free to play, But your need an active alliance to clame the rewards on the events, People who are saying its only for money players don't know how to play the game and are wrong, HOWEVER!!! F2P will get you so far, after Level 20 Hall the ress and times increase, Level 25 wall will cost you 141 million in stone. Impossible if your F2P. So makers are also wrong that it's fp2. Research also same deal, So be warned",5
Graphics poor Game theme area too large according to task.,1
"Super addicting game, I just wish there was a more immersive and in-depth story.",4
It is a good game with realistic graphics and more like a adventurous challenges for Viking,4
Doesn't automatically link Google account to a game account so resets progress. It has reset my progress twice now and I'm not willing to progress again. Annoyingly it's actually quite fun to play with good graphics and a good story and activities.,2
"Everything is nice and graphics,controls are great. At first it might be hard to adopt everything but eventually its easy to understand and play.",5
"Fun game, good graphics, easy to play😊",3
Very bad rules... I started a map few months ago from the beginning... I can't explain why are so many tribes with almost maximum level all affiliated to one tribe that rule everything and it's not chance for me to rise up or even to cross the water. They acting like a cancer till will affiliate all clans and game over. I can't even change the map becouse of the chief House. I become a farm and obeying stupids rules from other. No more money in this game its waste of time and money,1
The game is fun to play and give you a fun feeling to keep playing it I love it,5
Fun solo experience. I've been looking for a game like this. With no online invasions or anything.,4
"Lovely graphics and movement, but I don't want to join up with strangers. I want to explore on my own. There's no way to do this & the global chat box covers too much of the screen to be able to ignore it. Sadly, I am installing. I had hoped this would be a great game for me.",3
"My favorite part right away was the fact that Ivor is a reference to assasins creed Valhalla, and that he's a guy. Alot of other things depict ivor as a girl. The game play is pretty chill. Just looks like the graphics could have been a bit better. I normally rate 5 stars on things cause if I enjoy it at all it deserves it. Most mobile games suck nowadays.",5
Keep auto put me into a random English chat room. Keep auto put me back again after I exit/delete the chat room. Super irritating. Unable to permanently exit from it. Just so similar to getting spammed. Not going to change the 1 star rating until this useless feature is removed.,1
This app is a cheater. I played this in earn money app. It promised to pay after reaching a specified level but it is not paying. 👎👎👎,1
Like a lot of these games. It's kept me interested so far. Usual build-up and attack games.,5
Addictive game right from the start. Can't wait for the next level.,5
Really love the graphic.. honestly im shocked how well the storyline revolved,5
"There were a lot of people talking about how the chat box was taking a lot of space on the screen even before I downloaded the game, but they still didn't fix it. The game itself was fine, it was very engaging, but the design of the controls on the screen ruins it. It just looked very clattered and looking at it was stressing me out. I hope you focus on that on your next update.",4
"Game is pretty decent, but since the new update. I got very laggy, please helpe to fix this..",4
"Great to a point. Thankyou for replying to the original rating, but typically, this is an advance as you pay game. Not advance as you play. Good to start. Drops dramatically if you choose not to use your wallet.",1
"Honestly, I'm really loving this game. Graphics are nice gameplay is pretty straightforward and there is plenty to do. It's honestly, probably the best ""City Building"" type of games I've played. 4.5/5 stars!",4
Takes to long and you have to pay to play if you want to get somewhere in the game,2
It was so fun and when you lose a fight Your base doesn't break,5
"Awesome so far, easy upgrades, keeps you busy. Will update in the future.",5
"It feels like pushing your to lvl up so you must spend money. I haven't experienced any pvp interaction yet. What I feel missing from the experience. Overall is not a bad game, good to spend some time with it.",4
"Great game so far, I hope we get new heroes soon...",5
"The graphics are really good. BUT, 1. The advertisement and rewards section are in the main screen and it's annoying. You have to play the game while there is advertisements popping up in the rewards section. They literally shove it up your face. They should move it in the shop section so we can actually enjoy the game without any hindrance. 2. The game is laggy even though I have a pretty decent phone. The UI of the game stutters quite often. The game missions gets repititive. Uninstalled.",2
"This game was great. Until my base was randomly moved away from my tribe, and I had to spend 3k gems to move it back. I reported it to the customer service team who then wouldn't explain what happened or give my gems back. Terrible game DO NOT WASTE YOUR TIME OR MONEY. Edit - I did submit a ticket and yall did nothing. Didn't give me my jems back or even explain why it randomly moved me. You guys suck.",1
"Its nice to play, but i rate it 3 for now because i still not play all the mid story yet 👍",3
This game is really good😊. I am enjoying it very much. There are some many things we can do. But please it's a request don't change this game 🙏. It is perfect. There so many games that were really amazing but after some updates they got worse. So please don't change this game. Really enjoying it😉. Keep up the good work💯.,5
So far so good. I'll give most Viking games a try. I'm glad I did with this one. It really helps to have the flashing drop pins to show me what is needed to be done next or to help explain things about the game for the slow learners like myself.,5
"Great graphics but that's about it. Gameplay has so many bells and whistles it's all very overwhelming. I've had years of experience playing rise of empires, so I can only imagine how first timers would feel playing this style of game for the first time. Hero development seems complicated. Game can only be played in landscape mode which makes things tedious for various actions. Have uninstalled game and returned to playing rise of empires. It's simpler.",3
So far it's good. A little bit wordy with some in game descriptions but overall it's good.,4
"Fun game, great to pass the time on road trips and then secretly attack my wife's village. Hahaha having a blast",5
It became frustrating to play this game as I would always be stuck at loading at every touch...train troops? Loading...do errands? Loading...gather resources? Loading...Fight? Loading...it's always loading to the point that I can't even do all of it...,2
"Well,only crashed once but not after I reinstalled. Will add more when I'm further in game.",4
The game quality is good.... The problem is from the beginning there is too much resources required in order to upgrade buildings and train infantry.... Don't even get me started on research. And as a free to play player you are doomed to be left behind due to these constraints. This game has potential but a ton of improvements have to be made.,1
At the moment disappointed because the game hasn't been able to update for several weeks. I've more attempt then I'm deleting,2
I'm liking it so far. It is like other games I've played. Having g no issues at this time.,5
By far definitely one of the best games that I have played in a very long time even for mobile far as like being able to upgrade your troops or anything like that I like being able to do it myself and not like have to have like be told to do it I like doing everything you know but definitely a good game recommended for anybody play it bro might like it,5
"Was really fun, I love the story and building up my tribe. But other people got in the way, love having this one rando target me six times or more in a row and leave me unable to do anything, had to rage quit and undownload because they wouldn't stop",2
Several hours in and it's really fun. Build and conquer no BS in-between.,4
Almost nothing like the video of the game that this is supposed to be the graphics that are shown in the demo has nothing to do with how the graphics are in the it's a little bit fun of fun but nothing like what they showed us I just wish that they would be honest instead of lying.,3
"Compared to a possibly more popular app, this one is better! You can build/craft multiple things at once, it's generous with rewards for doing tasks- even though I've only just started playing, i can tell I'd play this one more than the other. I can also tell that this game has more heart to it so keep at it!! :)",5
"Crashes ALOT... Edit. Uninstalled due unable to play, freezes,lags,crashes.",1
Well I'm figuring it out.. not that it's complicated as just knowing what to tap and when. And it seems as you go that gets better not more boring like other games there's always more to do I just have to find more time to do it,5
"excellent game you should add a group multiplayer battle mode so we can get more gems,coins or hero points.",5
"Good game graphics , easy to play.. This the best game i played ever among this kind of games. Faster growth when you join a powerful tribe. @IGG kindly do some better on next update Add the 'Mount' feature. @sometimes when we are scorling the game it's lagging do some fix of this issue.",5
Fun and addicting. Love the viking play in it all.,5
"You don't have a means to restart the game from scratch, therefore this is the worst game I've ever played I even deleated the game and info off my phone and reinstalled it and ended up back in the game I was previously playing instead of starting new otherwise the game might have been ok",1
"The game is fun at start, until you realise how much it is p2w. The game will throw you $10 - $20 packs everyday almost, and while it's fine to spend a few dollars here and there some people take it to the extreme. In our kingdom one guy maxed out completely, he's might is 100mil and he can solo tribes that are 800mil by himself, and even if he loses half his troops he will just heal again with $$$ and continue on. Where's the fun in that? P2W is extreme, stay away from this game.",1
"This is a very easy to get caught on game, nice narrative and graphics, easy to get a lot of resources to keep you playing for hours without purchase.",5
this game is getting boring... the rewards from the missions are not worth it and not seen as a strategy game.,1
"Good game. People complaing about lag, get more powerful phone/tablet. Also, u can only be logged into your account on one device. So if you're using a tablet, and want to continue playing on your phone you can't. Unless you don't mind logging out of your tablet. And you can't enjoy this game on a small phone, so you're kinda stuck playing it on your tablet 100% of the time. And if you don't create an account at all, your phone will think you're starting fresh and start you from the beginning.",5
"I'm struggling to get into the game for nearly a day already. I already spoke with the contact staff and they said it will be fixed soon... Within one week I've had several failed attempts to login. This is not a good start as a new player. If we can't actually play the game, then its not worth our time or money.",2
I waited for a game like this for ages. Classic strategy in the Viking era. The only thing what is missing are English and French maybe to fight them. All in all an awesome well optimised game. Hope the log in problem will be fixed soon.,5
"I've been playing for only 3 days, so what i can say so far is that i enjoy the gameplay and storyline so far. Things are getting more and more complex so i look forward to see how it evolves. Good job devs!",5
Forever to level up. One fight and all the troops are gone. This a money grab.,1
"Please change the 10 hero exp. button, we would like to upgrade our heroes, in my case, I have tons of hero exp., especially 10 hero exp. It's hard to upgrade using it.",3
Very fun to play keeps the mind busy....awesome The only issue I have is that its not PC compatible,5
"Decent graphics, unique events and some useful features. However, cant share screenshots in the chat. Rally enemies cant be searched on map. Very LOW hero xp gained to lvl up, no xp gained after gathering. Always vulnerable even inside territory. Expensive healing with 18-20K wounded troops you'll have to use over 1M of each rss so good luck trying to have fun. No equilibrium between Whales & F2P players so average you'll be a farm for others because defenses as bubbles are rare/expensive.",2
"Great strategy, great plot, characters and everything is worth 5 stars i find myself addicted to this game inplay it every day as it's fun but what makes it more fun is the community inside the game. I am in kingdom server 36 and we established an organized kingdom with 4 ruling tribes and a discord server.",5
"great game, good graphics, easy to play",5
"Fun...until the whales show up. Just another game that's ruined by people with deep pockets who want to show off their e-peen. Found a fun clan, was enjoying scavenging and clamoring for territory, then the whales showed up and destroyed it all...like they do in every game where you can buy power. I know, cry more, right? It's just another game to take your couple weeks of attention and a few of your hard earned dollars before the lack of content and super e-peeners ruin it and you uninstall.",1
It's a good game but my friend is in other kingdoms how can we play together we want to make the clan but we can't because we are in different kingdoms this is not right you have to make a way so that if some friends want to play together they can play.plz give use one time to relocate if we want to play with our friends u guys give it but only for lvl5 what about other those are in higher lvl this is not a good thing,1
Wonderful game but dan you add more realistic graphics and It has many bug but I am not giving 4star I am giving 5star because you do your best😁😁,5
"One of the best strategy game I've ever played!.the graphics are excellent,gameplay is wonderful.glad to know that the Dev Team are working really hard into this game.I hope more good stuffs are waiting for the players in the future!.Kudos to YOU all!!.cheers and salute!.",5
Game can be fun. But will get repetitive fast. Progress will slow 5o a crawl after so many levels. It makes for a good time killer,3
"good thing you improved the lag in updates on android but it's still crashing sometimes, and the keyboard are too slow to appear after playing for 30 minutes. Please improve this :/",3
"Addictive. The only problem I have is that the heroe's capacity to hold troops is very low and it really spends time for upgrade, so annoying",4
Still new and in the beginning but so far so good just don't like that I always seem to run out of supplies quickly without really getting to upgrade much.,4
"Good game , having fun playing it but it's sometimes hard to gain hero's level after 40 levels too much points needed for those who dosen't buy, otherways it's good",3
As of right now it has been way better than Clash of clans I feel as if I'm progressing at a much faster rate and gaining materials faster as well. Hopefully it keeps getting better as my progression continues,4
Not bad to me at all. Love the graphics game play Is cool. It's a little different than the other games that just want you to pay to build. 4 stars from me.,4
"Actually pretty fun, downloaded it just to get some points on mistplay but have genuinely enjoyed the aesthetic and the ambient sound is quite good I just leave it running while I'm making food sometimes",4
Very good game make more graphic or upgrade village or going in ship or attack on enemy make more interesting please 🙏,5
So far so good easy to progress so far and there is always something to do at the start but for now no complaints,4
"So far, it's good with the potential to be great. Love the graphics, the theme, and the music. Pretty user friendly UI; can't seem to find a way to delete any of the private messages in chat. I've had trouble with a little lag, but the worst part is it's been crashing over and over. Still working with support on this issue.",3
"The game start to lag out of sudden since yesterday,its very annoying and i cant play,pls fix asap...",3
It's fun so far as long as it stays free!,4
It's a great game keeps a person feel the tribe atmosphere but add more trees and speed ups.,5
Fun easy to play nice graphics.,4
No real way to gather resources only what tiny bit on map after leveling up main house total waste of time,1
In starting its nice but after few days later when we enter the its loading only even I have full signal and data its just irritating,1
"Fun game, same format as other games. I like the fantasy, norse enviorment.",4
I like this game good graphics and awesome storyline and one thing that makes it great is it is online,5
"Viking rise is one of the top best strategy games I have ever played there's tons of cool characters and the graphics are beautiful, I await to see what the future holds for this game shout out to the developers of this game I love the game so much and thank you for making this game I hope you continue you're great work and yeah that's it I rate it ∞/500 because I just love it🤩❤️",5
"This is a great game (especially for fans of Civilization/Age of Empires, etc.). The graphics and gameplay are very good. They desperately need to improve how you move buildings in your city, and I would recommend they decrease the amount of things there are to do, as it's overwhelming, especially for more casual gamers. I think the global map could be streamlined, as I dislike how complicated that aspect of the game is, although I'm still learning. The single-player gameplay is perfect.",5
This is an amazing game it doesn't lag or have adds its so fun to play,5
"No ads, yay! But once a server dies or is overrun by tyrannical tribe leaders set to ruin everyone else on the server, it becomes unplayable and you can't transfer your progress to a different server. So if you've paid for packs and purchased heroes you lose it all when joining a new server. And FYI, the game isn't anything like the ads which is misleading. I would have kept playing if server life was fair & balanced, more like the ads, and you could keep your progress when changing servers.",2
"Very easy to play. A little on the slow side right now, but I just started. Hopefully it picks up a bit.",4
"The developers were too excellent to create such masterpiece, also the graphics and gameplay were interesting and unique. However, the combat system was too plain and blunt it seems like I'm not involve on the combat system and just letting my heroes and warriors die without my help. I can't even use their skills or know what kind of enemy are their facing. However, the game was excellent and I rate it a 5 stars",5
Very nice game. The graphics and the story. Adventurous.,5
Begin is fast and awsome but end game is super bored unless you have money to burn and easy to overcome any f2p grinder in any event.,1
"This is a game I could really get into. I'm enjoying a lot so far. Not very far in, but I think it's a keeper.",5
Enjoying game. It will keep you busy. Alot to do.,5
Still learning but having the best time so far. Thank you... All blackhawks matter!,4
"A game without ads... theres a surprise, reminds me of CnC mixed with AoE...",4
Lags and freezes way too much even after update. Bye bye,1
Great everything. Very much borrowed from Rise of Kingdoms and thus has improved on the latter's experience. This game has great potentials.,5
It's really fun and enjoyable game. Especially to pass time.,5
"The game has become very annoying, gets stuck, and does not work as well as it did before",5
"Lovely graphics, easy to follow story.",5
Sooo much fun! Keeps your interest engaged. Nice work Devs!,5
"Grown up in the 90s, this kind of reminds me of age of empirish. What's the little bit of a modern twist to it?",4
"Very poor and badly copied game, is A Pay To Loose, there's no win, poor pve, very poor pvp, poor management, maintenance in wrong time(During Event) and all things in game is developed for you to spend money",1
"similar to other games, same buildings for upgrading things. just a way to waste your time and eventually when the concurrence comes you quit the game and go to another",3
So far it's fantastic everything is good about this game reward system is also awasome,5
"Cool gameplay, storyline, and adaptive to user preferences.",5
"The graphics are nice. But ultimately this is yet another grind to win/pay to win game. Take your choice. There is almost no skill or strategy required. Battles are one dimensional and depend on troop numbers or hero level. City management is repetitive rounds of endless upgrades and pretty pointless side quests that just require clicks to solve. The number of things to do seems great to start with, but soon becomes repetitive. The intrusive upselling of micro transactions is also unfortunate.",2
"Amazing I would give it a 9/10 great graphics amazing gameplay well thought out, decently paced game",5
It became so good if you add some more battle fields instead of some islands.....,5
"So funn and enjoyable, the gameplay is nice and I love the narrating storyline. Enjoying it a lot I highly recommend if you want to play some fun yet not stressful games",5
Not enough food and wood to building. But it feel empire.,5
No cap this game is great it brings out the joy of the old viking day's and the way it is it's just amazing no complains about it,4
Fun..im in my hall 5..hoping the game will be fun until higher level of hall and im still learning,5
Nice graphics. Good strategy game. Made lots of friends!,4
"it's a superb game. you should give it a chance, even the graphics r good",5
Pretty in depth and no ads!,4
Great hard game. You have to build and upgrade a village. Rescue people and gather resources. This is one of my favourite games to play when I am bored. Well done to the developers for creating that great game.,5
It's good as you find out about movement and battle at the same time,5
"It's an addictive game, lots of good people, and I love it. But it would be nice if it had a tribe voice chat.",4
Why am I being logged out time and again... Is there some issue with server? Rest all apps working fine.,3
"Good graphic, good gameplay, simple to follow.. enjoying the game.",4
I love this game because is have a enemy but honestly i lose that alright see you this time i want to play again (rate 10000/100) ⭐⭐⭐⭐🌟🌟🌟,5
A very good game so far. Will come with next feeds let me do some couples upgrades on my missions then will comment.,5
Its very nice game. It does jot annoy you with ads and its rewads are very fare.,5
"Good, but it's too expensive to continue playing. Shame really because it looked promising. So, my search continues",3
A really great game and it has improved since early access. Keep up the great work.,5
"So far so good not been playing long, very nice graphics everything working as should so far",4
Nice game but you can add more features like tax and sawmill farm quary.But great game keep it up.,4
Great game but lacks a little lower the graphics so that everyone can Play easily,5
The coolest.and funnest build your own city game. A mix between survival and castle building game,4
"if you are playing this game to get rewards for another I wouldn't bother,I am waiting for thousands of gems for reaching certain levels which I obviously ain't gonna get",1
This game is a very good game and with excellent graphics the gameplay is very good and the story lion super I enjoyed the game,5
It starts loading itself amidst the game and it is quite annoying...fix it guys,3
"I just started playing the game yesterday and fell asleep not because of the game but I was sleepy but so far so good, hats off to the devs.",5
"Well polished, graphically pleasing and a nice learning curve.",5
"Great past time, graphics, and easy play. Well worth it",5
The Mount Features can't unlock right now.. So I am requesting you please unlock the Mount Features asap,4
The best. So addictive and very good for strategic simulation.,5
Exceptional quality of product and quality of game play is superfluous Vikings onwards!!,5
it is a really good game but kind of a copy of rise of kingdoms still a very fun game for those who like vikings,4
Graphics are good but i got glitch when start the game so now I unable to play this game,1
"Amazing game, fast growth at the start, and alliances are active fast growing and fun!",5
I Am Revising My Review Of This Game It's A Lot Of Fun If'n U Have The Time A Bit Slow But It Makes Up For That With The Fighting And All Of That Jazz $$$???!!!🫡🤔😊🤫🫣🫢🤭🤗🤑😝😜😛😋🥲😙😚☺️😗😘🤩😍🥰😇😀😉🫠🙃🙂😂🤣😅😆😁🤡👽👾👹👺💀☠️👻👿...,5
Game is kept on loading again again and able toh perform any function in the game.,1
The graphics are pretty cool it is hard to gather resources,4
Nice game and keep you bussie in different situations never let you bored Really addictive game.,4
It's very good game grinding game and power grinding etc and suggestion keep your work like this game will grow next level,5
"Graphic design is very nice, but game play not uotp the Mark.",1
